Labels,Feature_0,Product_Name,Feature_1,Feature_2
1.0,good tablet year oldthis third fire house solid unspectacular hardware cannot beat newest version operating system clunky not intuitive least get th leading curve though good way keep boy quiet plane,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.18333333333333326,4.0
-1.0,okayi purchased hopes making existing tv smart tv honestly kind disappointed starters remote quite times lost sync box download fire tv app reset box second froze constantly middle using amazon prime would freeze might bad one batch dont know returned looking something different,Certified Refurbished Amazon Fire TV Stick Previous Generation  stKindle Paperwhite,-0.09196428571428568,3.0
-1.0,lock amazonnot great unless want spending alot money amazon everything unable download google android apps,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.15000000000000002,3.0
1.0,great kidsthis great tablet price kid loves alot reading,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
-1.0,small screen books videosthe tablet nice screen small books videos minecraft,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.033333333333333326,3.0
-1.0,exactly worth tabletfirst bought days went sale everywhere next store not tell ads offers come must pay disable performance slow keypad slow typing faster register resulting lots typos watching movies decent sound could better drops wifi used several apps cannot installed consistently crash good battery kifre quite slow recharge sometimes keys stick cannot get something even home key must restart thought would cheap temporary solution better served year old grandsoni got worth tabletcompared look feel old ipad like still using vcr everyone else blue ray,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.15350877192982454,2.0
-1.0,good moneydidnt wanted sufficient year old son,Echo WhiteEcho White,0.4,3.0
1.0,excellent tablet pricedoes everything need read lots books local library check email facebook hooks nice wirelees,Echo WhiteEcho White,0.5333333333333333,5.0
-1.0,decent tabletnot many apps first one already returnedno power issue weeki hope second one fine,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.26666666666666666,3.0
-1.0,really basicthis basic tab bought sister cannot really anything much unless amazon account buy prime membership expensive still able use games internet browsing difficulty using anything camera not best,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0142857142857143,3.0
-1.0,ok okif fan ios ipad not like product prefer give either kids want play watch videos people loves read amazon prime account,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5,3.0
-1.0,serviceableworks well enough outstanding price wary operating system could poetically download android emulator would make instantly,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,3.0
-1.0,giftthis third paperwhite sned gift,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.0,4.0
1.0,thanks amazonnice tablet eight year old son light easy set,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2833333333333333,5.0
-1.0,good box sound issuegood streaming box k netflix amazon prime issue sound not balanced randomly lowering going really loud,Kindle PaperwhiteKindle Paperwhite,0.22000000000000006,3.0
1.0,great ereaderthis second kindle device enjoy using read lower light conditions automatic adjustment touch screen nice accidentally move pagesif fingers slip no issues readability many light conditions,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.4428571428571429,5.0
-1.0,disappointed music transferdifficult convert music files itunes put device purchased takes lot time transfer files,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.75,4.0
1.0,great valueworks good easy kids wish regular android apps worked,Echo WhiteEcho White,0.4833333333333333,4.0
1.0,kindle fire tabletgreat tablet price easy navigate,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.43333333333333335,5.0
1.0,great itemssturdy item great value price user friendly highly recommend,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5337500000000001,5.0
1.0,meets expectationsset directions could detailed works fine sirius xm,Amazon Fire TvAmazon Fire Tv,0.4083333333333333,5.0
-1.0,not anymore google home differenti two google home devices seem lacking smart home controls find additional devices necessary use echo smarthome configuration although currently somewhat limited expect google home surpass echo addon smarthome devices shall wait rather buy devices twice,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.03571428571428571,2.0
1.0,good pad beginnereasy use beginner found pad good enjoy kindle app,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.6,5.0
-1.0,okayit fortynine bucks anyone complain much fine adequate no problems smallish screen missus uses sit couch look facebook says okay,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.4166666666666667,3.0
-1.0,actually like apple tv betterjust opinion like apple tv better easier use,Echo BlackEcho Black,0.25,3.0
-1.0,alrightit freezes lot great reading not meant apps,Echo WhiteEcho White,0.8,3.0
1.0,great productgot fianc loves easy use light product would highly recommend book readers,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.4483333333333333,5.0
-1.0,mobile easynd kindle liked first one better space bar located close change menu icons download slow great internet service device freezes lot shut reboot must close open tab open new one one happy model,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3095959595959596,3.0
-1.0,badit not free everything pay return best buy store wish free everything without cents sorry,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.17500000000000004,1.0
1.0,love kindlethis great purchase fits tablet ereader needs,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.65,5.0
1.0,giftthis christmas gift hiwever come recommended,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.0,5.0
-1.0,love dot hate tap portablelove dot hate tap portable device not hold charge even one day dots amazing though,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,-0.125,2.0
-1.0,small tablet small pricesmall table small price comparable tablet options market not userfriendly would hoped prefer samsung google playstore initial set took citing table could not locate wifi accessible use devices moment accessibility fire tablet also connect eventually connected ability use tablet functions tools etc ease disappointing adult child purchased however great firsttime tablet priced well,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.009374999999999994,3.0
-1.0,no likethis second kindle not realize not paper white difference took back store exchanged paper white not easy read,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.043333333333333335,3.0
1.0,son loves itgreat tablet perfect year old son,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.55,5.0
-1.0,worse tablet ever boughtu thought going like ipad samsung amazon mode cannot turn lock screen ads get tired seeing,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.4,1.0
-1.0,lackingsold craigslist day bought itwhat tell,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,1.0
-1.0,not android shall doits fast connects well every amazon aspect life could possibly want thats didnt expect first tablet amazon gets face promos products every time turn annoying handy sleek easy use connects quick wifi acess around however limited games app store crap compared android ehh,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.01613756613756613,3.0
1.0,great tableti kindle fire upgraded th generation could not pleased tablet,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.275,5.0
1.0,great readerperfect night time reading outdoor reading,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.8,5.0
-1.0,good booksi think tablet good reading books not fast not able anything else,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2625,3.0
1.0,new favorite productthis new favorite device not perfect lot un useone features like best timer functions start timer various items cooking alexa remind timer hits zero best part iftt trigger alexa call phone send notification not room laundry no longer go back check much time left washer dryer even hue lights blink timer expiredright lutron idevices hue homekit devices house skills companies echo found devices not able control using voice really great device play around,New Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle CableNew Amazon Kindle Fire Hd w Powerfast Adapter Charger  Micro Usb Angle Cable,0.2709790209790209,5.0
-1.0,price low quality lower othersi purchased amazon fire reviews good realized left reviews receive iti found couple issues not buy tablet impossible use google accounteven log gmail account bad web surfing many limits web surfingthis issue koreans impossible type see korean languagedo not buy tablet koreani not know tablet not support korean even supports asian countries languages like chinese japanese etc,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.08333333333333331,1.0
1.0,nice ereadernice basic reader first model kindle quite bit lighter,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2833333333333333,4.0
1.0,great sizevery happy product easy usepicture clear takes great pictures,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.5866666666666667,5.0
-1.0,little slowtried ip controlling control system response slow button presses video quality seems better appletv,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.004166666666666653,3.0
1.0,excellent ai homealexa become member family wakes us morning helps math homework plays music keeps track shopping lists cannot imagine not device dots every room,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,1.0,5.0
-1.0,not goodi bought two fire tv boxes problems problem remote suddenly stops working comes back works sometimes takes minutes start working never happen roku,Fire HD  Tablet with Alexa  HD Display  GB Tangerine  with Special Offers,-0.03333333333333333,1.0
1.0,lovei love kindle voyage favorite feature read beach also lightweight fits one hand,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.5,5.0
1.0,luxury concisethe glass top reader absolutely slick beautiful piece added already excellent device worth extra,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.4,5.0
1.0,great product pricelarger size morememory better price great product wonderful service,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.775,5.0
-1.0,slow responsedecent screen kinda slow response touch screen,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.30000000000000004,3.0
-1.0,hard set uphard time getting free apps load voice app turn seven year old accedently turned,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.06944444444444445,2.0
1.0,great ereaderit good ereader battery lasts weeks,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.75,5.0
-1.0,sosoi purchased husband play games onclash clans bb salesperson assured would able use got home turns usegets apps amazon store not include games like clash clans already opened set gave yr old plays games watches movies would much rather play ipad,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.26666666666666666,2.0
1.0,great tabletbought tablet daughter loves,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.8,5.0
1.0,greatit described would recommend friend,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.0,5.0
-1.0,average producti bought thanks giving average product would suggest go fire hd,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.033333333333333326,3.0
1.0,great tabletprice right works like champ bought mom loves,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5428571428571429,5.0
-1.0,beginners tabletwe bought tablet year old father wanted something handheld play games read email good screen small elderly eyes made feel like getting todays technology cheap black friday,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.15666666666666668,3.0
-1.0,dont buythis thing major connectivity issues save money wait later version,Amazon Fire TvAmazon Fire Tv,0.03125,1.0
-1.0,good ereader bad battery horrible storagethis kindle great price however downsides paying tablet battery life goes quickly daily charges necessary heavy reader also cannot save anything merit like books magazines minisd card thus making purchase one waste time money,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.07499999999999997,3.0
-1.0,okthe tablet good year old got niece christmas wantswhich play games read books amazon little annoying hard time downloading movies not compatible dumb since tablet site getting,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.14236111111111113,3.0
1.0,sounds greatreally enjoy echo great sound fun use stylist,Amazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver AluminumAmazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver Aluminum,0.475,5.0
-1.0,ok remote noti thinj overpriced knew better would opted flash,Kindle Oasis Ereader with Leather Charging Cover  Black  HighResolution Display  ppi WiFi  Includes Special Offers,0.3,4.0
1.0,awesome productthis neat gadgetmy daughter absolutely loves,Amazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.6,5.0
1.0,speaker excellent handy kitchenlike using play music answering questions playing favorite radio stations setting timers kitchen telling jokes apps games questions alexa must exactly worded not understand question,Amazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver AluminumAmazon Fire Hd  Tablet WiFi  Gb Special Offers  Silver Aluminum,0.5875,4.0
-1.0,not worth iti went tablet based many good customer reviews experience not good one start phone every day least hour amazon tech support one issue another techs polite not knew product well one point asked one trying save ram kept referring storage told not even know difference ram regular storage internet browser basic ran slow times even wifi devices ran great day would pass would trying type email keyboard would stop workingwtf come find known issue working two weeks one thing another got fed returned wanted work gave good run not quality stuff like walmart trying build computer obviously not computer manufacturer neither amazon would look regular android tablet reputable pc manufacturer exactly next got asus tablet dollars unbelievable better comparison amazon fire hd save aggravation go asus company specifically computer business full time sorry amazon not time,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.1222222222222222,1.0
-1.0,not bad product button annoyingi got wrong one plain simple says like connection internet play music gotten echo get annoyed go push button,Amazon W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,-0.15285714285714286,4.0
-1.0,pay getthis product works works slow compared apple android phonestablets like stated summary pay get no major issues thus far,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,-0.07708333333333335,3.0
1.0,great tabletthis wonderful device love extra capabilities apps,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.575,5.0
-1.0,expecting morethis tablet ok kid expecting fire brand,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5,3.0
-1.0,not beginnerwe bought kindle fire autistic grandson seemed fight trying connect internet adults tried tried connect internet finally connected every time comes house fight get connected decided not unit kid back mini ipad,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.06666666666666668,1.0
1.0,good booksthe kindle good download apps books catch reading,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.7,3.0
1.0,great giftbought adult son long flight absolutely loved definitely recommend,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.30999999999999994,5.0
1.0,great readingi liked not harmful eye like monitor mobile best choice reading,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.7999999999999999,5.0
1.0,love new kindle paperwhitei love light built kindle basic kindle years difficult read room not well lit love new improved kindle,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.20909090909090905,5.0
1.0,wonderful devicevery versatile device constantly updated amazon price fair product,Kindle Dx Leather Cover Black fits  Display Latest and nd Generation Kindle Dxs,0.5666666666666667,5.0
-1.0,good needs workgood compared systems like roku really need get easy way close apps running background,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.4444444444444444,3.0
1.0,perfect year oldi love kid friendly tablet also love parental controls able supervise everything still able play games watch videos loves even easy enough year old sister use great product glad purchased saved money instead getting ipad samsung much better choice,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4756944444444445,5.0
1.0,priced sell nice little unitworks great simple tablet not huge fan silk browser could worse happy purchase,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.2017857142857143,4.0
-1.0,cannot connect wifistill not able connect wifi unable give recommendation,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,-0.375,2.0
1.0,great valuegood tablet kids basic functionality not much memory,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.23333333333333334,5.0
-1.0,terrible managableit depends using dollar tablet extreme gaming highly not recommend device better light use safe side use h day h day battery average runs faster heats playing game u tight budget useful another major problem almost apps would get iphone android not availabe amazon fire appstore no way download example clash clans racing rivals decided withdraw amazon contract delte game amazons app stores bigger titles omg even snapchat not,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.043928571428571435,2.0
-1.0,prefer applebought hoping cheaper version ipad not familiar os overall not excited,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.125,3.0
-1.0,good product hard setup grandsonthis looked easy hard setup no experience apple products,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.13749999999999996,3.0
-1.0,oknot thinking questions asked get response hmm,Echo WhiteEcho White,0.0,3.0
-1.0,not surewe cut cable hopes use product however cannot view things without logging cable source collects dust guess jail broken might better,Echo WhiteEcho White,0.0,2.0
-1.0,good media playerprosfastnice looking interfacegood designgreat voice searchgood amount useful appsconsit get tedious scroll way right find app wantthey many main apps still missing quite apps available settop boxes cinemax vudu apps offering k content etcthey not enough games considering make gaming aspect one main points advertising gb space cannot use microsd card extended storage upgrade marshmallow amazoncentricplease aware cannot play many games play fire tablet even android phone amazon appstore fire tv,Amazon Fire TvAmazon Fire Tv,0.2140873015873016,4.0
-1.0,average performance dont expect muchthis average performance tablet amazon centric tablet could better amazon would made android os instead poorly designed fire os app store apps not great tablet good people wants read travel play games travel good paid cant complain price paid already ipad mini comparing makes tablet little slow,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.046590909090909065,3.0
1.0,excellent productexcellent product well worth money system linked iris security system,Amazon Fire TvAmazon Fire Tv,0.65,5.0
1.0,great productmy daughter loves reading voraciously,Kindle PaperwhiteKindle Paperwhite,0.8,5.0
1.0,nothing say productnothing say productbought gift,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,5.0
-1.0,frustrating usei bought year old would another option watching shows besides ipad needless say frustrated slowness load netflix app would get internet room modem really get pay buy not count getting online seamlessly internet browser really slow use get around downloading google play store access firefox app not offered amazon app store check youtube instructions,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.21428571428571427,1.0
-1.0,started greatwe started great great thing going loved easy eyes looked great light months could no longer turn tried reboot no luck still warranty not matter best buys return policy stinks try replace not buy,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.5416666666666667,1.0
1.0,awesome tabletbought tablet black friday happy not even touched ipad since buying little guy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3614583333333333,5.0
-1.0,alexa cool butthe whole ai question answer dynamic cool speakers weak bass non existent treble harsh,Echo WhiteEcho White,0.025,3.0
1.0,love battery life awesomei liked much got battery life amazing buy ever go sale grandkids would perfect,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.5800000000000001,5.0
-1.0,priced blue tooth speakermy hubby bought since constantly googling questions phone excited start asking questions problem alexa not answers music sounds great not impressed save money,Amazon  Kindle Voyage  GB  WiFi  G  BlackAmazon  Kindle Voyage  GB  WiFi  G  Black,0.135,2.0
1.0,love itthe kinde really good dauther like good product would reccomend al firends family,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.6333333333333333,5.0
-1.0,not great expectedi kindle fire hd bought expected something caliber better sadly not opinion older one better sound quality new one lighter pay less,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.14292929292929293,3.0
1.0,great love iti love much bought two also bought one parents really easy start walks right install process highly recommend,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.4112925170068028,5.0
-1.0,cheapbought tablet daughter hard figure switch kids profile used maybe day went charge cable fell would not actually charge,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.14583333333333334,2.0
-1.0,save money get dot og echothe portability nice misses key elements twosound good unit not allow new peak feature allow add speaker play music thru house,Amazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.359090909090909,2.0
-1.0,tablet nice not nice battery thoughhad week not take charge tried new chargers still not taking charge happy tablet unhappy not chatging,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.12727272727272726,2.0
-1.0,tons advertisingfrom minute turn advertising os different standard tablet os could not get app wanted google play store would not work said found amount advertising ridiculous,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.1111111111111111,1.0
-1.0,decent tableti mean want tablet read books browse internet thats fine,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0902777777777778,3.0
-1.0,not user friendlyits not user friendly advertised guess works ok,Certified Refurbished Amazon Fire TV with Alexa Voice RemoteCertified Refurbished Amazon Fire TV with Alexa Voice Remote,0.4375,4.0
-1.0,not fani stick google home better value sound quality,Echo WhiteEcho White,0.45,3.0
1.0,echo whiteecho learning everyday uses daily use place speaker connect phone,Amazon Fire TvAmazon Fire Tv,-0.1,5.0
1.0,great need pay extra ad freethe kindle amazing second one price misleading however pay something like another extra bucks get rid ads know,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.28,4.0
-1.0,great price bad first experiencethe item sale christmas period great price took home charged back tablet became hot touch battery life reduced dramatically left alone tried time no issues four days later thing charging sent back refund,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.1555555555555556,1.0
1.0,pageturningsometimes pages turn not aware battery length much better,Amazon Fire Hd  in Tablet gb Black Bsztbk th Gen  AndroidAmazon Fire Hd  in Tablet gb Black Bsztbk th Gen  Android,0.1875,4.0
1.0,good little tabletnice tablet checking emails playing games camera ok fair taking pics,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.428125,4.0
-1.0,okworks ok not shutdown properly notified amazon tried fix phone wanted replace said would put hard shutdown,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.06944444444444442,3.0
1.0,amazon kindle great price tablet works great year old loves trains watch train videos amazon prime limit time freetime settings tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5666666666666668,5.0
1.0,nice compact tableti bought wife basically reading books come love constantly reading lighting not issue would gotten readerwhen not reading borrow puzzle type games great not ipad stretch convenient mini also owns prior amazon fire reading iphone,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.38,5.0
-1.0,not needi cannot update facebook apps not expected,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.05,2.0
-1.0,not wantprobably fine item bought specific application best buy employee said would work unfortunately not,Echo BlackEcho Black,0.4166666666666667,2.0
-1.0,veer poor performi bought black friday sales price attractive not find attractive youtube stream streaming slow taking min stream single song,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.11031746031746033,1.0
